,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
20714,Dapma7bEVm016686,,ALG12;ZBED1;ZBED4;ZBED6,
20715,Dapma7bEVm004309,,,DAPPUDRAFT_342077
20716,Dapma7bEVm013978,,,
20717,Dapma7bEVm026888,,,
20718,Dapma7bEVm002718,,,DAPPUDRAFT_330533
20719,Dapma7bEVm030414,,,
20720,Dapma7bEVm027341,,,
20721,Dapma7bEVm018702,,,DAPPUDRAFT_305768;DAPPUDRAFT_306285;DAPPUDRAFT_321424
20722,Dapma7bEVm027256,,ANKK1;RIPK4;dik,
20723,Dapma7bEVm022934,,ASPRV1,DAPPUDRAFT_107434;DAPPUDRAFT_107438;DAPPUDRAFT_320900
20724,Dapma7bEVm009469,FBgn0023172,ARHGEF1;ARHGEF11;ARHGEF12,DAPPUDRAFT_104788
20725,Dapma7bEVm005007,,,DAPPUDRAFT_50461
20726,Dapma7bEVm002773,FBgn0036000,QTRT1;QTRT2,DAPPUDRAFT_100788;DAPPUDRAFT_301915;DAPPUDRAFT_314642;DAPPUDRAFT_314645;DAPPUDRAFT_314648;DAPPUDRAFT_314656;DAPPUDRAFT_314659;DAPPUDRAFT_314661;DAPPUDRAFT_315960;DAPPUDRAFT_99477
20727,Dapma7bEVm004965,,,DAPPUDRAFT_303993
20728,Dapma7bEVm028569,FBgn0030148;FBgn0031032;FBgn0031033;FBgn0031034;FBgn0033792;FBgn0038873;FBgn0039091;FBgn0039092;FBgn0039093;FBgn0053337;FBgn0259229;FBgn0260006,LOC112268211,DAPPUDRAFT_103117;DAPPUDRAFT_196694;DAPPUDRAFT_208848;DAPPUDRAFT_237802;DAPPUDRAFT_240144;DAPPUDRAFT_301951;DAPPUDRAFT_306180;DAPPUDRAFT_313822;DAPPUDRAFT_313823;DAPPUDRAFT_313999;DAPPUDRAFT_314000;DAPPUDRAFT_315845;DAPPUDRAFT_315852;DAPPUDRAFT_3267;DAPPUDRAFT_45680;DAPPUDRAFT_48106;DAPPUDRAFT_48215;DAPPUDRAFT_60562;DAPPUDRAFT_60588;DAPPUDRAFT_60845
20729,Dapma7bEVm029531,,OR1C1;OR1F1,
20730,Dapma7bEVm011359,FBgn0035147,GALE,DAPPUDRAFT_315823
20731,Dapma7bEVm006834,,,
20732,Dapma7bEVm000637,FBgn0035111;FBgn0039183,DIS3;DIS3L;DIS3L2,DAPPUDRAFT_310536
20733,Dapma7bEVm003713,,,
20734,Dapma7bEVm001845,FBgn0027584;FBgn0029690;FBgn0032132,BCHE,DAPPUDRAFT_105042;DAPPUDRAFT_105048;DAPPUDRAFT_192973;DAPPUDRAFT_245878;DAPPUDRAFT_305140;DAPPUDRAFT_305141;DAPPUDRAFT_307908;DAPPUDRAFT_312876;DAPPUDRAFT_320226;DAPPUDRAFT_320238;DAPPUDRAFT_53255;DAPPUDRAFT_97670
20735,Dapma7bEVm018828,,,
20736,Dapma7bEVm002092,,CD302;LY75;MRC1;MRC2;PLA2R1,DAPPUDRAFT_323750
20737,Dapma7bEVm011154,FBgn0039381,DKFZp586C1324;SPPL3,DAPPUDRAFT_314171
20738,Dapma7bEVm001971,FBgn0086683,RBM17,DAPPUDRAFT_306107
20739,Dapma7bEVm027704,FBgn0001285;FBgn0003356;FBgn0003357;FBgn0003358;FBgn0020906;FBgn0023197;FBgn0030688;FBgn0031653;FBgn0031654;FBgn0035661;FBgn0035663;FBgn0035665;FBgn0035666;FBgn0035667;FBgn0035669;FBgn0035670;FBgn0035678;FBgn0035886;FBgn0035887;FBgn0036015;FBgn0036022;FBgn0036023;FBgn0036024;FBgn0036264;FBgn0036738;FBgn0039777;FBgn0039778;FBgn0040060;FBgn0052382;FBgn0052383;FBgn0250815,CTRB1;CTRB2;CTRL,DAPPUDRAFT_195659;DAPPUDRAFT_215874;DAPPUDRAFT_223905;DAPPUDRAFT_302564;DAPPUDRAFT_316896;DAPPUDRAFT_33543;DAPPUDRAFT_49162;DAPPUDRAFT_49170;DAPPUDRAFT_49241
20740,Dapma7bEVm010133,,,DAPPUDRAFT_97382
20741,Dapma7bEVm011872,,,
20742,Dapma7bEVm000317,,,DAPPUDRAFT_118824;DAPPUDRAFT_232737;DAPPUDRAFT_246627;DAPPUDRAFT_320728;DAPPUDRAFT_320734;DAPPUDRAFT_97395;DAPPUDRAFT_97425
20743,Dapma7bEVm011273,,,DAPPUDRAFT_312934
20744,Dapma7bEVm002549,,,DAPPUDRAFT_222245
20745,Dapma7bEVm007631,FBgn0030964,PGF;VEGF;VEGFA;VEGFB;VEGFC;VEGFD,DAPPUDRAFT_98897
20746,Dapma7bEVm000895,FBgn0004227;FBgn0015520,NONO;PSPC1;SFPQ,DAPPUDRAFT_204255
20747,Dapma7bEVm003666,FBgn0001301;FBgn0030114;FBgn0034396;FBgn0037978;FBgn0038475;FBgn0040230,DKFZp686P15123;IPP;IVNS1ABP;KEAP1;KLHL1;KLHL12;KLHL17;KLHL18;KLHL20;KLHL25;KLHL28;KLHL4;KLHL5;KLHL7;KLHL8,DAPPUDRAFT_305899
20748,Dapma7bEVm001973,FBgn0086909,HYKK,DAPPUDRAFT_306142
20749,Dapma7bEVm011530,FBgn0035245,GGCX,DAPPUDRAFT_301381
20750,Dapma7bEVm015669,,CLCA1;CLCA2;CLCA4,DAPPUDRAFT_255495;DAPPUDRAFT_255504;DAPPUDRAFT_310509;DAPPUDRAFT_323732;DAPPUDRAFT_326968;DAPPUDRAFT_326977
20751,Dapma7bEVm003104,FBgn0027580;FBgn0033246;FBgn0039877,DKFZp686B20267;MCCC1;PC;PCCA,DAPPUDRAFT_302840
20752,Dapma7bEVm001489,,RSPRY1,DAPPUDRAFT_62402
20753,Dapma7bEVm008236,FBgn0052536,EBAG9,DAPPUDRAFT_231058
20754,Dapma7bEVm028447,FBgn0035146,Em:AC004832.5;SEC14L2;SEC14L3;SEC14L4;SEC14L6,DAPPUDRAFT_120465;DAPPUDRAFT_193891;DAPPUDRAFT_222572;DAPPUDRAFT_222617;DAPPUDRAFT_222627;DAPPUDRAFT_222659;DAPPUDRAFT_230549;DAPPUDRAFT_237865;DAPPUDRAFT_237897;DAPPUDRAFT_238038;DAPPUDRAFT_300280;DAPPUDRAFT_300303;DAPPUDRAFT_300304;DAPPUDRAFT_300305;DAPPUDRAFT_300430;DAPPUDRAFT_300431;DAPPUDRAFT_300433;DAPPUDRAFT_300455;DAPPUDRAFT_314167;DAPPUDRAFT_314176;DAPPUDRAFT_314180;DAPPUDRAFT_314193;DAPPUDRAFT_314194;DAPPUDRAFT_314246;DAPPUDRAFT_98929;DAPPUDRAFT_98930;DAPPUDRAFT_99013
20755,Dapma7bEVm011540,FBgn0039094,,DAPPUDRAFT_324820
20756,Dapma7bEVm003438,FBgn0035044;FBgn0039850,ISOC1;ISOC2,DAPPUDRAFT_301440;DAPPUDRAFT_52222
20757,Dapma7bEVm007130,FBgn0038234,MRPL11,DAPPUDRAFT_99708
20758,Dapma7bEVm009099,,,
20759,Dapma7bEVm007292,FBgn0263606,HSCB,DAPPUDRAFT_109272
20760,Dapma7bEVm009540,,COL1A2;COL3A1;COL5A2,DAPPUDRAFT_59051
20761,Dapma7bEVm001008,,,DAPPUDRAFT_221836
20762,Dapma7bEVm030420,,,DAPPUDRAFT_61590
20763,Dapma7bEVm002540,,,DAPPUDRAFT_305602
20764,Dapma7bEVm005019,,L3MBTL1;L3MBTL3;L3MBTL4,DAPPUDRAFT_237022
20765,Dapma7bEVm016150,,,DAPPUDRAFT_256496
20766,Dapma7bEVm012840,,,
20767,Dapma7bEVm001127,FBgn0023023,CRMP1;DPYS;DPYSL2;DPYSL3;DPYSL4;DPYSL5,DAPPUDRAFT_202613
20768,Dapma7bEVm003113,FBgn0030035,PIGT,DAPPUDRAFT_302380
20769,Dapma7bEVm008752,,,
20770,Dapma7bEVm002296,FBgn0000473;FBgn0013771;FBgn0013772;FBgn0013773;FBgn0015714;FBgn0025454;FBgn0030949;FBgn0031126;FBgn0031182;FBgn0031726;FBgn0033065;FBgn0033121;FBgn0033302;FBgn0033304;FBgn0033696;FBgn0033697;FBgn0033978;FBgn0033979;FBgn0033980;FBgn0033981;FBgn0033982;FBgn0034756;FBgn0038194;FBgn0039006;FBgn0039519,CYP3A4;CYP3A43;CYP3A5;CYP3A7;CYP3A7-CYP3A51P;TBXAS1,DAPPUDRAFT_221291;DAPPUDRAFT_225529;DAPPUDRAFT_259484;DAPPUDRAFT_311602;DAPPUDRAFT_311603;DAPPUDRAFT_311604;DAPPUDRAFT_96262
20771,Dapma7bEVm001668,,,
20772,Dapma7bEVm004402,FBgn0029121,RCE1,DAPPUDRAFT_188721
20773,Dapma7bEVm000706,FBgn0086130,DDX28,DAPPUDRAFT_117344
20774,Dapma7bEVm003462,,,DAPPUDRAFT_60945;DAPPUDRAFT_62241
20775,Dapma7bEVm005054,FBgn0004577;FBgn0038469;FBgn0259233;FBgn0261987;FBgn0263986,TPO,DAPPUDRAFT_318553
20776,Dapma7bEVm016154,,,DAPPUDRAFT_34161
20777,Dapma7bEVm000157,FBgn0266418,ANKFN1,DAPPUDRAFT_327348
20778,Dapma7bEVm027583,,,DAPPUDRAFT_310452
20779,Dapma7bEVm004520,,,DAPPUDRAFT_328299
20780,Dapma7bEVm029065,,,
20781,Dapma7bEVm009748,FBgn0038651,EPG5;KIAA1632;SIGLEC15,DAPPUDRAFT_324977
20782,Dapma7bEVm030422,FBgn0038532,,DAPPUDRAFT_248175
20783,Dapma7bEVm009876,,CDC14A;CDC14B;CDC14C,DAPPUDRAFT_201727
20784,Dapma7bEVm010691,,,DAPPUDRAFT_223050
20785,Dapma7bEVm019679,,,
20786,Dapma7bEVm015529,,,
20787,Dapma7bEVm027353,FBgn0259214,ATP2B1;ATP2B2;ATP2B2 variant protein;ATP2B3;ATP2B4,DAPPUDRAFT_188575
20788,Dapma7bEVm001575,FBgn0037442,RNF13;RNF167;ZNRF4,DAPPUDRAFT_306061
20789,Dapma7bEVm002792,FBgn0003249;FBgn0003250;FBgn0014019,RRH,DAPPUDRAFT_346936
20790,Dapma7bEVm027613,,,DAPPUDRAFT_307285
20791,Dapma7bEVm001771,FBgn0036321;FBgn0036323;FBgn0036831;FBgn0036833,,DAPPUDRAFT_194191;DAPPUDRAFT_259577;DAPPUDRAFT_313453;DAPPUDRAFT_313567;DAPPUDRAFT_71594;DAPPUDRAFT_72602;DAPPUDRAFT_98405
20792,Dapma7bEVm006547,FBgn0035050,ST6GAL1;ST6GAL2,DAPPUDRAFT_111286
20793,Dapma7bEVm001038,,ZCCHC11;ZCCHC6,DAPPUDRAFT_311781
20794,Dapma7bEVm018509,FBgn0013953;FBgn0034275;FBgn0036240;FBgn0038337;FBgn0038354;FBgn0039736;FBgn0039787;FBgn0039789,SLC26A11,DAPPUDRAFT_194797;DAPPUDRAFT_197867;DAPPUDRAFT_245670;DAPPUDRAFT_321675
20795,Dapma7bEVm027416,FBgn0023094;FBgn0264075,ARNT;ARNT2;ARNTL;ARNTL2;DKFZp686M216,DAPPUDRAFT_346995
20796,Dapma7bEVm002453,FBgn0032986,NUBPL,DAPPUDRAFT_311352
20797,Dapma7bEVm002311,FBgn0033869,,DAPPUDRAFT_18312;DAPPUDRAFT_260744;DAPPUDRAFT_308348
20798,Dapma7bEVm010546,,URAD,DAPPUDRAFT_51173
20799,Dapma7bEVm006211,FBgn0038300,MAU2,DAPPUDRAFT_307303
20800,Dapma7bEVm003865,,,DAPPUDRAFT_309800;DAPPUDRAFT_309801
20801,Dapma7bEVm007075,FBgn0010357;FBgn0010425;FBgn0011554;FBgn0011555;FBgn0011556;FBgn0011832;FBgn0015001;FBgn0015316;FBgn0019928;FBgn0034052;FBgn0034507;FBgn0038431;FBgn0039703;FBgn0042186;FBgn0043470;FBgn0051681;FBgn0051954;FBgn0052271;FBgn0053159;FBgn0259998,AZU1;ELANE;KLK10;KLK11;KLK12;KLK15;KLK3;KLK4;KLK9;KLNG;PRSS1;PRSS2;PRSS3;PRSS38;PRTN3;TRY8,DAPPUDRAFT_347826
20802,Dapma7bEVm028281,,,
20803,Dapma7bEVm005815,FBgn0004368;FBgn0004370,DKFZp686H15164;PTPRB;PTPRH;PTPRJ;PTPRO;PTPRQ,DAPPUDRAFT_306015
20804,Dapma7bEVm006472,,,DAPPUDRAFT_311715
20805,Dapma7bEVm005521,FBgn0004574,STXBP1;STXBP2;STXBP3;stxbp1,DAPPUDRAFT_306883
20806,Dapma7bEVm011720,,,DAPPUDRAFT_247057;DAPPUDRAFT_259778
20807,Dapma7bEVm019327,,,
20808,Dapma7bEVm004995,,,DAPPUDRAFT_311292
20809,Dapma7bEVm017019,,,
20810,Dapma7bEVm001653,,,
20811,Dapma7bEVm000512,FBgn0034067,FRRS1,DAPPUDRAFT_301622;DAPPUDRAFT_304120
20812,Dapma7bEVm001601,FBgn0024230,HS2ST1;UST,DAPPUDRAFT_191314
20813,Dapma7bEVm010723,,HCRTR1;HCRTR2,DAPPUDRAFT_313163
20814,Dapma7bEVm023311,,,DAPPUDRAFT_255587;DAPPUDRAFT_306407
20815,Dapma7bEVm027452,,CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,DAPPUDRAFT_97268
20816,Dapma7bEVm019293,,,
20817,Dapma7bEVm003144,FBgn0032879;FBgn0033778,SLC22A4;SLC22A5,DAPPUDRAFT_312381;DAPPUDRAFT_99384
20818,Dapma7bEVm010796,FBgn0053087;FBgn0261260,LRP1;LRP1B;LRP2,DAPPUDRAFT_307561
20819,Dapma7bEVm001209,FBgn0035470,CCZ1;CCZ1B,DAPPUDRAFT_205294
20820,Dapma7bEVm004131,,BMI1;COMMD3;COMMD3-BMI1;PCGF2,DAPPUDRAFT_43185
20821,Dapma7bEVm007883,,,DAPPUDRAFT_310110
20822,Dapma7bEVm005265,FBgn0031559;FBgn0031560;FBgn0031561;FBgn0051779;FBgn0259954,,DAPPUDRAFT_224348;DAPPUDRAFT_304363
20823,Dapma7bEVm029610,,,DAPPUDRAFT_347598
20824,Dapma7bEVm001805,FBgn0052137,BICDL1;BICDL2,DAPPUDRAFT_53920
20825,Dapma7bEVm005690,,FN3K;FN3KRP,DAPPUDRAFT_48121
20826,Dapma7bEVm002354,,KBTBD3;KBTBD4,
20827,Dapma7bEVm005878,,,DAPPUDRAFT_105730
20828,Dapma7bEVm030653,FBgn0015032,CYP4A11;CYP4A22;CYP4B1;CYP4F11;CYP4F12;CYP4F2;CYP4F22;CYP4F3;CYP4F8;CYP4Z1,
20829,Dapma7bEVm005010,,CSB-PGBD3;ERCC6;ERCC6L,DAPPUDRAFT_231974
20830,Dapma7bEVm029403,,,DAPPUDRAFT_115884
20831,Dapma7bEVm029482,FBgn0052187,,
20832,Dapma7bEVm006060,FBgn0038763,PIGL,DAPPUDRAFT_306215
20833,Dapma7bEVm027518,,,DAPPUDRAFT_328621;DAPPUDRAFT_328622
20834,Dapma7bEVm012585,,,
20835,Dapma7bEVm014474,,,
20836,Dapma7bEVm014304,,,
20837,Dapma7bEVm007310,FBgn0036128;FBgn0052072,ELOVL1;ELOVL7,DAPPUDRAFT_214082
20838,Dapma7bEVm014499,,,
20839,Dapma7bEVm028129,,,
20840,Dapma7bEVm018666,FBgn0031814,SEC14L1;SEC14L5,DAPPUDRAFT_120465;DAPPUDRAFT_193891;DAPPUDRAFT_222572;DAPPUDRAFT_222617;DAPPUDRAFT_222627;DAPPUDRAFT_222659;DAPPUDRAFT_230549;DAPPUDRAFT_237865;DAPPUDRAFT_237897;DAPPUDRAFT_238038;DAPPUDRAFT_300280;DAPPUDRAFT_300303;DAPPUDRAFT_300304;DAPPUDRAFT_300305;DAPPUDRAFT_300430;DAPPUDRAFT_300431;DAPPUDRAFT_300433;DAPPUDRAFT_300455;DAPPUDRAFT_314167;DAPPUDRAFT_314176;DAPPUDRAFT_314180;DAPPUDRAFT_314193;DAPPUDRAFT_314194;DAPPUDRAFT_314246;DAPPUDRAFT_98929;DAPPUDRAFT_98930;DAPPUDRAFT_99013
20841,Dapma7bEVm003511,FBgn0036571,WASHC5,DAPPUDRAFT_191004
20842,Dapma7bEVm001360,FBgn0003963,,DAPPUDRAFT_311572
20843,Dapma7bEVm010678,,CEP250;CROCC;CROCC2,DAPPUDRAFT_241761
20844,Dapma7bEVm001607,,,
20845,Dapma7bEVm023448,,,
20846,Dapma7bEVm029432,FBgn0015032,CYP4A11;CYP4A22;CYP4B1;CYP4F11;CYP4F12;CYP4F2;CYP4F22;CYP4F3;CYP4F8;CYP4Z1,
20847,Dapma7bEVm016804,,,
20848,Dapma7bEVm015068,FBgn0030992;FBgn0030993;FBgn0037986;FBgn0051358;FBgn0250821;FBgn0260657,NPHS2;STOM;STOML1;STOML3,DAPPUDRAFT_193650;DAPPUDRAFT_45422
20849,Dapma7bEVm015934,,,
20850,Dapma7bEVm003038,FBgn0030358,PDZD8,DAPPUDRAFT_97942
20851,Dapma7bEVm012566,FBgn0013676,COX3;MT-CO3,
20852,Dapma7bEVm000066,FBgn0000078;FBgn0000079;FBgn0020506,AMY1A;AMY1B;AMY1C;AMY2A;AMY2B,DAPPUDRAFT_199162;DAPPUDRAFT_249955;DAPPUDRAFT_347603;DAPPUDRAFT_64687;DAPPUDRAFT_68162
20853,Dapma7bEVm028962,FBgn0038294,,DAPPUDRAFT_238417
20854,Dapma7bEVm013163,,,
20855,Dapma7bEVm011116,,,DAPPUDRAFT_322503
20856,Dapma7bEVm003540,FBgn0000283,,DAPPUDRAFT_219913
20857,Dapma7bEVm006016,FBgn0017572,CAB39;CAB39L,DAPPUDRAFT_303819
20858,Dapma7bEVm010871,FBgn0037364,RAB23,DAPPUDRAFT_199917
20859,Dapma7bEVm011453,FBgn0004597;FBgn0040394,CCNC,DAPPUDRAFT_299507
20860,Dapma7bEVm003833,FBgn0032230,LIX1;LIX1L,DAPPUDRAFT_22257
20861,Dapma7bEVm003171,FBgn0016054;FBgn0025680,CRY1;CRY2,DAPPUDRAFT_195559;DAPPUDRAFT_300463;DAPPUDRAFT_305792
20862,Dapma7bEVm027711,FBgn0036648,NUDT9;TRPM2,DAPPUDRAFT_231706;DAPPUDRAFT_322829
20863,Dapma7bEVm015855,FBgn0029939,ATL1;ATL1-alpha;ATL1-delta;ATL1-gamma;BCL11A;BCL11B,DAPPUDRAFT_323911
20864,Dapma7bEVm007929,,,
20865,Dapma7bEVm003355,FBgn0026268;FBgn0030073;FBgn0030332;FBgn0031775;FBgn0036380;FBgn0038878;FBgn0038946;FBgn0069973;FBgn0263830,DHRS11;MGC4172,DAPPUDRAFT_306348
20866,Dapma7bEVm028319,,ADIPOQ;C1QA;C1QB;C1QC;C1QTNF2;C1QTNF7;C1QTNF9;C1QTNF9B;OTOL1,
20867,Dapma7bEVm015289,,GIMAP4;HIMAP4,DAPPUDRAFT_326941
20868,Dapma7bEVm002434,FBgn0033400,SAP30BP,
20869,Dapma7bEVm019596,,,
20870,Dapma7bEVm027894,,,
20871,Dapma7bEVm003923,,,DAPPUDRAFT_107622;DAPPUDRAFT_237108;DAPPUDRAFT_237175;DAPPUDRAFT_237177;DAPPUDRAFT_237263;DAPPUDRAFT_249008;DAPPUDRAFT_306629;DAPPUDRAFT_308970;DAPPUDRAFT_308971;DAPPUDRAFT_308993;DAPPUDRAFT_313457;DAPPUDRAFT_313463;DAPPUDRAFT_313645;DAPPUDRAFT_335680;DAPPUDRAFT_98473
20872,Dapma7bEVm015960,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,
20873,Dapma7bEVm002000,,LAMP1;LAMP2,DAPPUDRAFT_303532
20874,Dapma7bEVm004560,,,DAPPUDRAFT_256065
20875,Dapma7bEVm007002,FBgn0031488,CCDC85A;CCDC85B;CCDC85C,DAPPUDRAFT_301960
20876,Dapma7bEVm000283,FBgn0001308;FBgn0004378;FBgn0004380;FBgn0004381;FBgn0039925,HEL-S-61;KIF5A;KIF5B;KIF5C,DAPPUDRAFT_197668
20877,Dapma7bEVm010854,FBgn0023549;FBgn0033913;FBgn0035173,SLC16A13;SLC16A14;SLC16A4;SLC16A9,DAPPUDRAFT_318582
20878,Dapma7bEVm012304,,,
20879,Dapma7bEVm021888,,,
20880,Dapma7bEVm000636,FBgn0014396,,DAPPUDRAFT_103010;DAPPUDRAFT_235857;DAPPUDRAFT_236054;DAPPUDRAFT_243157;DAPPUDRAFT_309208;DAPPUDRAFT_313767;DAPPUDRAFT_318263;DAPPUDRAFT_97364
20881,Dapma7bEVm024269,,,
20882,Dapma7bEVm022968,,LOC284804;NOL4;NOL4L,DAPPUDRAFT_100633
20883,Dapma7bEVm028352,FBgn0002719;FBgn0029155,ME1;ME2;ME3,DAPPUDRAFT_304467
20884,Dapma7bEVm012325,,,DAPPUDRAFT_232463
20885,Dapma7bEVm004549,FBgn0004397,HEL114;VCL,DAPPUDRAFT_308937
20886,Dapma7bEVm004118,FBgn0267336,SLC2A4RG;ZNF395;ZNF704,DAPPUDRAFT_226110
20887,Dapma7bEVm018700,FBgn0014032;FBgn0030041,SPR,DAPPUDRAFT_309138
20888,Dapma7bEVm027700,FBgn0036321;FBgn0036323;FBgn0036831;FBgn0036833,,DAPPUDRAFT_194191;DAPPUDRAFT_259577;DAPPUDRAFT_313453;DAPPUDRAFT_313567;DAPPUDRAFT_71594;DAPPUDRAFT_72602;DAPPUDRAFT_98405
20889,Dapma7bEVm020143,FBgn0033869,,
20890,Dapma7bEVm001640,,,DAPPUDRAFT_309211
20891,Dapma7bEVm023888,,,
20892,Dapma7bEVm000811,FBgn0261283,SREBF1;SREBF2,DAPPUDRAFT_201893
20893,Dapma7bEVm018780,,,
20894,Dapma7bEVm012387,,,
20895,Dapma7bEVm013192,,,
20896,Dapma7bEVm014948,,OPN1LW;OPN1MW;OPN1MW2;OPN1MW3;OPN1SW;OPN3;RHO,
20897,Dapma7bEVm012380,,,
20898,Dapma7bEVm004798,FBgn0001258;FBgn0033856,HEL-S-133P;LDHA;LDHAL6A;LDHAL6B;LDHB;LDHC,DAPPUDRAFT_230172;DAPPUDRAFT_61140
20899,Dapma7bEVm029264,FBgn0000551;FBgn0002534;FBgn0002535;FBgn0003046;FBgn0020637;FBgn0020638;FBgn0020639;FBgn0030398;FBgn0033597;FBgn0033602;FBgn0033603;FBgn0033725;FBgn0033726;FBgn0033728;FBgn0033729;FBgn0033730;FBgn0033731;FBgn0035686;FBgn0035735;FBgn0035736;FBgn0035737;FBgn0036108;FBgn0036109;FBgn0036110;FBgn0037067;FBgn0037068;FBgn0037069;FBgn0050042;FBgn0050045;FBgn0086519;FBgn0086611,,
20900,Dapma7bEVm011124,,,DAPPUDRAFT_327950
20901,Dapma7bEVm011382,,,DAPPUDRAFT_309054
20902,Dapma7bEVm002686,FBgn0035872,CPSF6;CPSF7,DAPPUDRAFT_224649
20903,Dapma7bEVm029220,,,
20904,Dapma7bEVm029108,,,
20905,Dapma7bEVm013912,,,
20906,Dapma7bEVm001336,FBgn0024806,DIP2A;DIP2B;DIP2C;DKFZp686M1483,DAPPUDRAFT_309070
20907,Dapma7bEVm019165,FBgn0004577;FBgn0038469;FBgn0259233;FBgn0261987;FBgn0263986,TPO,DAPPUDRAFT_47883
20908,Dapma7bEVm006639,,,DAPPUDRAFT_331277
20909,Dapma7bEVm029408,,,
20910,Dapma7bEVm000438,FBgn0041180;FBgn0041181;FBgn0041182;FBgn0041183;FBgn0264845;FBgn0267488,A2M;A2ML1;C4A;C4B;C4B_2;C5;CD109;CPAMD8;LOC110384692;PZP,DAPPUDRAFT_300552;DAPPUDRAFT_313404
20911,Dapma7bEVm015436,,,
20912,Dapma7bEVm002726,,QRFPR,DAPPUDRAFT_58666
20913,Dapma7bEVm000985,FBgn0029962;FBgn0052698,CA1;CA10;CA11;HEL-S-11,DAPPUDRAFT_442496;DAPPUDRAFT_442499
20914,Dapma7bEVm025759,,,
20915,Dapma7bEVm007096,,,DAPPUDRAFT_326525
20916,Dapma7bEVm013856,,,
20917,Dapma7bEVm007639,FBgn0037045,METTL22,DAPPUDRAFT_231335
20918,Dapma7bEVm018350,,,
20919,Dapma7bEVm012178,,,
20920,Dapma7bEVm026805,,,
20921,Dapma7bEVm026636,,,
20922,Dapma7bEVm026605,,,
20923,Dapma7bEVm000764,FBgn0023517;FBgn0035004,PGAM5,DAPPUDRAFT_33273
20924,Dapma7bEVm011877,,,
20925,Dapma7bEVm007081,FBgn0035251,VTA1,DAPPUDRAFT_8147
20926,Dapma7bEVm014196,,,
20927,Dapma7bEVm009028,,,
20928,Dapma7bEVm008042,FBgn0032119,DYNC2LI1,DAPPUDRAFT_314520
20929,Dapma7bEVm022045,,,
20930,Dapma7bEVm026680,,,
20931,Dapma7bEVm009052,,,
20932,Dapma7bEVm025762,,,
20933,Dapma7bEVm025551,,,
20934,Dapma7bEVm008913,,,
20935,Dapma7bEVm024894,,,
20936,Dapma7bEVm018736,,,
20937,Dapma7bEVm028264,,,
20938,Dapma7bEVm012100,,,
20939,Dapma7bEVm009150,,,
20940,Dapma7bEVm009182,,,
20941,Dapma7bEVm021358,,,
20942,Dapma7bEVm003321,,,DAPPUDRAFT_98235
20943,Dapma7bEVm007134,,,DAPPUDRAFT_328177
20944,Dapma7bEVm013903,,,
20945,Dapma7bEVm009119,,,
20946,Dapma7bEVm007938,,,
20947,Dapma7bEVm016580,,,
20948,Dapma7bEVm026579,,,
20949,Dapma7bEVm028618,,,
20950,Dapma7bEVm026687,,,
20951,Dapma7bEVm026873,,,
20952,Dapma7bEVm012669,,,
20953,Dapma7bEVm021528,,,
20954,Dapma7bEVm026815,,,
20955,Dapma7bEVm026339,,,
20956,Dapma7bEVm007857,FBgn0030645,ALG14,DAPPUDRAFT_17233;DAPPUDRAFT_239833
20957,Dapma7bEVm023185,,ASPDH,DAPPUDRAFT_305350
20958,Dapma7bEVm013717,,,
20959,Dapma7bEVm026989,,,
20960,Dapma7bEVm024431,,,
20961,Dapma7bEVm027383,,,DAPPUDRAFT_221022
20962,Dapma7bEVm012555,,,
20963,Dapma7bEVm023683,,,DAPPUDRAFT_312821
20964,Dapma7bEVm020172,,,
20965,Dapma7bEVm029516,,,
20966,Dapma7bEVm022492,FBgn0011672,SLC11A1;SLC11A2,
20967,Dapma7bEVm022501,,,
20968,Dapma7bEVm022504,,,DAPPUDRAFT_114268;DAPPUDRAFT_117711;DAPPUDRAFT_119327;DAPPUDRAFT_119892;DAPPUDRAFT_119963;DAPPUDRAFT_120618;DAPPUDRAFT_259663;DAPPUDRAFT_265509;DAPPUDRAFT_266172;DAPPUDRAFT_266599;DAPPUDRAFT_329777;DAPPUDRAFT_334184
20969,Dapma7bEVm022526,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
20970,Dapma7bEVm027429,FBgn0031216;FBgn0260486,C9orf66;DOCK6;DOCK7;DOCK8,
20971,Dapma7bEVm020686,,,
20972,Dapma7bEVm022228,,,
20973,Dapma7bEVm020555,,,
20974,Dapma7bEVm021363,,,
20975,Dapma7bEVm020694,,,
20976,Dapma7bEVm022546,,,DAPPUDRAFT_113123
20977,Dapma7bEVm019115,,,DAPPUDRAFT_253942;DAPPUDRAFT_262142;DAPPUDRAFT_262145;DAPPUDRAFT_272488
20978,Dapma7bEVm028824,,,DAPPUDRAFT_118553;DAPPUDRAFT_119957;DAPPUDRAFT_338310
20979,Dapma7bEVm020405,,THAP9,DAPPUDRAFT_102672
